"FID","Especies","decimalLat","decimalLon","Profundidad","Estrato","temperatura","salinidad","oxigeno","pH","sedimento","COP","hexagono","idleft","idtop","idright","idbottom","idX_centro","idy_centro","hexagonos_tocados_por_transectos_id","Transecto"
9953,"Lepetodrilus pustulosus",12.805667,-103.941,2641,"Batial inferior",1.608002918,34.66933742,105.6353158,7.721388501,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9954,"Lepetodrilus pustulosus",12.804167,-104.939,2648,"Batial inferior",1.544241116,34.67189032,108.4849843,7.71614796,"Fine-grained calcareous sediment",0.191997543,3076,-105.1071332,13.25,-104.5297829,12.75,-105,13,NA,""
9955,"Lepetodrilus pustulosus",12.808833,-103.940833,2631,"Batial inferior",1.608304717,34.66931325,105.6630034,7.721475196,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9956,"Lepetodrilus pustulosus",12.811,-103.9405,2632,"Batial inferior",1.608520812,34.66929523,105.6806849,7.721531985,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9957,"Lepetodrilus pustulosus",12.802,-103.940833,2648,"Batial inferior",1.607681178,34.66936267,105.601275,7.721284318,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9958,"Lepetodrilus pustulosus",9.922667,-104.214667,2535,"Batial inferior",1.60661451,34.67006108,110.4274671,7.73495257,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9959,"Lepetodrilus pustulosus",12.806167,-103.941,2631,"Batial inferior",1.608048891,34.66933379,105.6398362,7.72140248,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9960,"Lepetodrilus pustulosus",9.841833,-104.293,2533,"Batial inferior",1.616508916,34.66985044,110.6541872,7.735958493,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9961,"Lepetodrilus pustulosus",9.8465,-104.2935,2532,"Batial inferior",1.61645179,34.66987955,110.6528122,7.735957069,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9962,"Lepetodrilus pustulosus",9.9,-104.2,2532,"Batial inferior",1.600936322,34.67018509,110.389574,7.734581947,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9963,"Lepetodrilus pustulosus",9.841833,-104.293333,2535,"Batial inferior",1.616466624,34.66985622,110.6546102,7.735958925,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9964,"Lepetodrilus pustulosus",12.803333,-103.938667,2631,"Batial inferior",1.607990914,34.66933597,105.6016757,7.721299652,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9965,"Lepetodrilus pustulosus",12.8,-103.933333,2630,"Batial inferior",1.608253451,34.66931534,105.5439274,7.721156308,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9966,"Lepetodrilus pustulosus",12.8025,-103.9385,2621,"Batial inferior",1.607937447,34.66934047,105.5933329,7.721274982,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9967,"Lepetodrilus pustulosus",12.809167,-103.939833,2622,"Batial inferior",1.608397884,34.6693036,105.6604057,7.721473551,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
9968,"Lepetodrilus pustulosus",9.849333,-104.294333,2515,"Batial inferior",1.61635827,34.66990574,110.6526609,7.73595687,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9969,"Lepetodrilus pustulosus",20.831167,-109.103667,2607,"Batial inferior",1.629523783,34.66448503,106.0673643,7.723638973,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
9970,"Lepetodrilus pustulosus",20.83,-109.149333,2553,"Batial inferior",1.630100343,34.66449673,106.3152891,7.724539802,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
9971,"Lepetodrilus pustulosus",0.818833,-86.226667,2455,"Batial inferior",1.946318862,34.6653399,102.569706,7.733611828,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
9972,"Lepetodrilus pustulosus",9.903833,-104.211333,2532,"Batial inferior",1.604833206,34.67007939,110.4278963,7.734875374,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9973,"Lepetodrilus pustulosus",-7.499333,-107.899167,2700,"Batial inferior",1.528546119,34.67542853,139.1581487,7.779075858,"Mixed calcareous-siliceous ooze",0.19476746,2571,-108.1382221,-7,-107.5608718,-7.5,-108,-7,NA,""
9974,"Lepetodrilus pustulosus",-7.499333,-107.899167,2700,"Batial inferior",1.528546119,34.67542853,139.1581487,7.779075858,"Mixed calcareous-siliceous ooze",0.19476746,2571,-108.1382221,-7,-107.5608718,-7.5,-108,-7,NA,""
9975,"Lepetodrilus pustulosus",-7.499333,-107.899167,2700,"Batial inferior",1.528546119,34.67542853,139.1581487,7.779075858,"Mixed calcareous-siliceous ooze",0.19476746,2571,-108.1382221,-7,-107.5608718,-7.5,-108,-7,NA,""
9976,"Lepetodrilus pustulosus",0.8,-86.216667,2460,"Batial inferior",1.926207466,34.66646195,102.6448571,7.733655014,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
9977,"Lepetodrilus pustulosus",-0.769664,-85.911755,2565.3,"Batial inferior",1.953260639,34.66278684,106.966207,7.749511184,"Calcareous ooze",0.855626345,6536,-86.05457427,-0.75,-85.477224,-1.25,-86,-1,NA,""
9978,"Lepetodrilus pustulosus",-0.76951,-85.911549,2562,"Batial inferior",1.953219105,34.66279014,106.964572,7.749503565,"Calcareous ooze",0.855626345,6536,-86.05457427,-0.75,-85.477224,-1.25,-86,-1,NA,""
9979,"Lepetodrilus pustulosus",-0.769686,-85.91183,2567.6,"Batial inferior",1.953272632,34.66278596,106.966623,7.749513239,"Calcareous ooze",0.855626345,6536,-86.05457427,-0.75,-85.477224,-1.25,-86,-1,NA,""
9980,"Lepetodrilus pustulosus",-0.76956,-85.911583,2562.8,"Batial inferior",1.953228218,34.66278937,106.9649712,7.749505341,"Calcareous ooze",0.855626345,6536,-86.05457427,-0.75,-85.477224,-1.25,-86,-1,NA,""
9981,"Lepetodrilus pustulosus",-0.76965,-85.911535,2564,"Batial inferior",1.953230114,34.66278899,106.9652526,7.749506221,"Calcareous ooze",0.855626345,6536,-86.05457427,-0.75,-85.477224,-1.25,-86,-1,NA,""
9982,"Lepetodrilus pustulosus",-0.795,-86.1283,2482,"Batial inferior",2.05317451,34.65679342,106.6947381,7.750729091,"Calcareous ooze",0.855626345,6458,-86.48758697,-0.5,-85.9102367,-1,-86,-1,NA,""
9983,"Lepetodrilus pustulosus",20.83,-109.1,2633,"Batial inferior",1.629198395,34.66450577,106.0488141,7.723580448,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
9984,"Lepetodrilus pustulosus",-0.769708,-85.911744,2569.2,"Batial inferior",1.953263226,34.66278654,106.9663944,7.749511878,"Calcareous ooze",0.855626345,6536,-86.05457427,-0.75,-85.477224,-1.25,-86,-1,NA,""
9985,"Lepetodrilus pustulosus",-0.769563,-85.911633,2563.9,"Batial inferior",1.953235137,34.66278889,106.9651873,7.749506466,"Calcareous ooze",0.855626345,6536,-86.05457427,-0.75,-85.477224,-1.25,-86,-1,NA,""
9986,"Lepetodrilus pustulosus",0.8,-86.1167,2482,"Batial inferior",1.928184719,34.66627884,102.5820269,7.733588832,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
9987,"Lepetodrilus pustulosus",20.83333,-109.1,2633,"Batial inferior",1.6299623,34.66444784,106.0452505,7.723544919,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
9988,"Lepetodrilus pustulosus",9.8333,-104.3,2600,"Batial inferior",1.615534992,34.66994095,110.6666583,7.735971562,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9989,"Lepetodrilus pustulosus",12.8,-103.083333,2500,"Batial inferior",1.582976747,34.6705513,105.2399135,7.720202543,"Clay",0.241694257,3388,-103.3750823,13.25,-102.7977321,12.75,-103,13,NA,""
9990,"Lepetodrilus pustulosus",9.84047,-104.295,2510,"Batial inferior",1.616250301,34.66987945,110.6573112,7.735961701,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
9991,"Lepetodrilus pustulosus",20.8333,-109.1,2615,"Batial inferior",1.629955417,34.66444836,106.0452826,7.723545239,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
9992,"Lepetodrilus pustulosus",0.8033,-86.2267,2460,"Batial inferior",1.929502258,34.66629565,102.6368933,7.733652933,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
9993,"Lepetodrilus pustulosus",20.8333,-109.1,2618,"Batial inferior",1.629955417,34.66444836,106.0452826,7.723545239,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
9994,"Lepetodrilus pustulosus",0.7883,-86.13,2496,"Batial inferior",1.91578026,34.66692154,102.642628,7.733623313,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
9995,"Lepetodrilus pustulosus",20.8333,-109.1,2614,"Batial inferior",1.629955417,34.66444836,106.0452826,7.723545239,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
9996,"Lepetodrilus pustulosus",0.8,-86.2167,2457,"Batial inferior",1.926206553,34.66646207,102.6448778,7.733655036,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
9997,"Lepetodrilus pustulosus",20.8333,-109.1,2616,"Batial inferior",1.629955417,34.66444836,106.0452826,7.723545239,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
9998,"Lepetodrilus pustulosus",0.8,-86.15,2482,"Batial inferior",1.927789588,34.66627884,102.6029568,7.733610859,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
9999,"Lepetodrilus pustulosus",0.8,-86.2167,2451,"Batial inferior",1.926206553,34.66646207,102.6448778,7.733655036,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10000,"Lepetodrilus pustulosus",0.7933,-86.1067,2493,"Batial inferior",1.921315042,34.66664688,102.6058854,7.733596186,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10001,"Lepetodrilus pustulosus",0.8,-86.15,2490,"Batial inferior",1.927789588,34.66627884,102.6029568,7.733610859,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10002,"Lepetodrilus pustulosus",0.785,-86.1417,2483,"Batial inferior",1.912159481,34.66710281,102.6644608,7.733639128,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10003,"Lepetodrilus pustulosus",20.8333,-109.1,2618,"Batial inferior",1.629955417,34.66444836,106.0452826,7.723545239,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
10004,"Lepetodrilus pustulosus",0.8083,-86.1517,2488,"Batial inferior",1.936485703,34.66582291,102.5672275,7.73359291,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10005,"Lepetodrilus pustulosus",20.8333,-109.1,2616,"Batial inferior",1.629955417,34.66444836,106.0452826,7.723545239,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
10006,"Lepetodrilus pustulosus",0.815,-86.2217,2447,"Batial inferior",1.942269521,34.66556571,102.5830499,7.733619018,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10007,"Lepetodrilus pustulosus",0.8017,-86.1167,2482,"Batial inferior",1.929960569,34.66618546,102.5744032,7.733585207,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10008,"Lepetodrilus pustulosus",0.8033,-86.2483,2457,"Batial inferior",1.928939929,34.66636692,102.6505727,7.733666918,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10009,"Lepetodrilus pustulosus",20.8333,-109.1,2633,"Batial inferior",1.629955417,34.66444836,106.0452826,7.723545239,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
10010,"Lepetodrilus pustulosus",20.8333,-109.1,2616,"Batial inferior",1.629955417,34.66444836,106.0452826,7.723545239,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
10011,"Lepetodrilus pustulosus",0.7833,-86.1333,2518,"Batial inferior",1.910498775,34.6671962,102.6669474,7.733636733,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10012,"Lepetodrilus pustulosus",0.805,-86.2233,2488,"Batial inferior",1.931428294,34.66618047,102.6273807,7.733646262,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10013,"Lepetodrilus pustulosus",0.8,-86.2167,2451,"Batial inferior",1.926206553,34.66646207,102.6448778,7.733655036,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10014,"Lepetodrilus pustulosus",0.805,-86.23,2454,"Batial inferior",1.931259574,34.66620132,102.6316405,7.733650547,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10015,"Lepetodrilus pustulosus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10016,"Lepetodrilus pustulosus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10017,"Lepetodrilus pustulosus",9.8387,-104.2912,2505,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10019,"Lepetodrilus pustulosus",9.842,-104.293,2511,"Batial inferior",1.616509032,34.66985118,110.6541151,7.735958419,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10020,"Lepetodrilus pustulosus",9.84017,-104.292,2508,"Batial inferior",1.616637001,34.66982551,110.6536376,7.735957925,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10021,"Lepetodrilus pustulosus",9.8169,-104.28,2314.5,"Batial inferior",1.619261697,34.66957474,110.6489943,7.735951484,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10022,"Lepetodrilus pustulosus",9.84383,-104.291,2501,"Batial inferior",1.616758934,34.66982497,110.6507781,7.735955028,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10023,"Lepetodrilus pustulosus",9.84033,-104.291,2501,"Batial inferior",1.616765919,34.66980869,110.6523006,7.735956552,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10024,"Lepetodrilus pustulosus",9.84133,-104.291,2499,"Batial inferior",1.616763924,34.66981335,110.6518656,7.735956117,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10025,"Lepetodrilus pustulosus",9.8371,-104.279,2540,"Batial inferior",1.618372766,34.66957891,110.6385611,7.735942187,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10026,"Lepetodrilus pustulosus",9.84217,-104.292,2510,"Batial inferior",1.616635698,34.66983459,110.652771,7.735957048,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10027,"Lepetodrilus pustulosus",9.84,-104.29,2512,"Batial inferior",1.616896045,34.66978958,110.6511771,7.735955392,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10028,"Lepetodrilus pustulosus",9.8455,-104.294,2499,"Batial inferior",1.616389389,34.66988366,110.6538812,7.735958156,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10029,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10029,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10030,"Lepetodrilus pustulosus",9.834906578,-104.2910233,2513,"Batial inferior",1.616773568,34.66978389,110.6546892,7.735958944,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10031,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10031,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10032,"Lepetodrilus pustulosus",9.84024334,-104.2916565,2513,"Batial inferior",1.616681312,34.66981981,110.6531704,7.735957446,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10033,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10033,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10034,"Lepetodrilus pustulosus",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
10035,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10035,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10036,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10036,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10037,"Lepetodrilus pustulosus",9.835395813,-104.2906876,2513,"Batial inferior",1.616818147,34.6697801,110.6540537,7.735958288,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10038,"Lepetodrilus pustulosus",9.832304001,-104.2902069,2518,"Batial inferior",1.616934787,34.66976163,110.6547978,7.735958988,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10039,"Lepetodrilus pustulosus",9.843099594,-104.2923431,2515,"Batial inferior",1.616592103,34.66984473,110.6528048,7.735957083,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10040,"Lepetodrilus pustulosus",9.8387,-104.2912,2513,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10041,"Lepetodrilus pustulosus",9.832197189,-104.2900467,2518,"Batial inferior",1.616961904,34.6697587,110.6546435,7.735958821,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10042,"Lepetodrilus pustulosus",20.83333333,-109.1,2594,"Batial inferior",1.629963063,34.66444778,106.0452469,7.723544884,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
10043,"Lepetodrilus pustulosus",10.46000004,-104.0419998,3148,"Batial inferior",1.57656571,34.6705513,108.7757846,7.726636157,"Clay",0.406093746,3237,-104.2411077,10.75,-103.6637575,10.25,-104,11,3237,"Central"
10044,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10044,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10045,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10045,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10046,"Lepetodrilus pustulosus",9.834794998,-104.2907486,2513,"Batial inferior",1.616811274,34.66977839,110.6543922,7.73595863,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10047,"Lepetodrilus pustulosus",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
10048,"Lepetodrilus pustulosus",0.800000012,-86.13330078,2446,"Batial inferior",1.92798775,34.66627884,102.5924609,7.733599813,"Fine-grained calcareous sediment",0.397603273,6455,-86.48758697,1,-85.9102367,0.5,-86,1,NA,""
10049,"Lepetodrilus pustulosus",9.841676712,-104.2975006,2515,"Batial inferior",1.615936277,34.66992803,110.6599702,7.735964406,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10050,"Lepetodrilus pustulosus",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
10051,"Lepetodrilus pustulosus",20.83329964,-109.0832977,2571,"Batial inferior",1.629761428,34.66444905,105.9551726,7.723224749,"Clay",0.14349094,2280,-109.4372602,21.25,-108.8599099,20.75,-109,21,NA,""
10052,"Lepetodrilus pustulosus",9.842110634,-104.2920074,2515,"Batial inferior",1.6166348,34.66983445,110.6528061,7.735957083,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10053,"Lepetodrilus pustulosus",9.83086586,-104.2901535,2518,"Batial inferior",1.617005397,34.66976065,110.6553586,7.735959535,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10054,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10054,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10055,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10055,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10056,"Lepetodrilus pustulosus",9.8387,-104.2912,2513,"Batial inferior",1.61674293,34.66980466,110.6532627,7.735957524,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10057,"Lepetodrilus pustulosus",12.96000004,-103.9300003,2973,"Batial inferior",1.598787412,34.66969192,106.9004853,7.725337257,"Clay",0.200928092,3232,-104.2411077,13.25,-103.6637575,12.75,-104,13,NA,""
10058,"Lepetodrilus pustulosus",9.838406563,-104.291153,2513,"Batial inferior",1.616749622,34.66980246,110.6533308,7.73595759,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10059,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10059,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10060,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10060,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10061,"Lepetodrilus pustulosus",9,-104,3099,"Batial inferior",1.568437815,34.67207718,111.495575,7.73323822,"Clay",0.368658364,3240,-104.2411077,9.25,-103.6637575,8.75,-104,9,NA,""
10062,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10062,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10063,"Lepetodrilus pustulosus",9.843120575,-104.2923508,2515,"Batial inferior",1.616591135,34.66984495,110.6528055,7.735957084,"Clay",0.406093746,3161,-104.6741205,10,-104.0967702,9.5,-104,10,3161,"Central"
10064,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
10064,"Lepetodrilus pustulosus",12,-103,3001,"Batial inferior",1.582537293,34.6705513,105.9417114,7.721460342,"Clay",0.28110972,3390,-103.3750823,12.25,-102.7977321,11.75,-103,12,3390,"Central"
